,Year,Area,Variable,Share of production (%),Change on last year (%)
998,2002,Poland,Solar,0.0,
999,2002,Poland,Bioenergy,0.299668120714403,-3.82882882882883
1000,2002,Poland,Other renewables,0.0,
1007,2002,Portugal,Nuclear,0.0,
1008,2002,Portugal,Renewables,21.320920043811604,-38.16784194142679
1009,2002,Portugal,Hydro,17.0865279299014,-44.4206926036767
1010,2002,Portugal,Wind,0.7929901423877321,41.40625
1011,2002,Portugal,Solar,0.00438116100766703,100.0
1012,2002,Portugal,Bioenergy,3.2267250821467597,9.51672862453532
1013,2002,Portugal,Other renewables,0.210295728368017,-8.57142857142856
1020,2002,Romania,Nuclear,10.1308390606049,1.23026074182885
1021,2002,Romania,Renewables,29.4920798265279,7.545399718555251
1022,2002,Romania,Hydro,29.4865669447609,7.525296522147009
1023,2002,Romania,Wind,0.0,
1024,2002,Romania,Solar,0.0,
1025,2002,Romania,Bioenergy,0.0055128817670623605,inf
1026,2002,Romania,Other renewables,0.0,
1033,2002,Slovakia,Nuclear,55.7685139165009,4.9698883236859
1034,2002,Slovakia,Renewables,16.83648111332,6.66351792813004
1035,2002,Slovakia,Hydro,16.364314115308098,6.92104729044043
1036,2002,Slovakia,Wind,0.0,
1037,2002,Slovakia,Solar,0.0,
1038,2002,Slovakia,Bioenergy,0.47216699801192796,-1.55440414507772
1039,2002,Slovakia,Other renewables,0.0,
1046,2002,Slovenia,Nuclear,37.8680402919236,5.1550313867224595
1047,2002,Slovenia,Renewables,23.387090697381602,-11.728015529795499
1048,2002,Slovenia,Hydro,22.691806624742302,-12.729382270325198
1049,2002,Slovenia,Wind,0.0,
1050,2002,Slovenia,Solar,6.850224365398639e-06,inf
1051,2002,Slovenia,Bioenergy,0.695277222414865,41.11701240197979
1052,2002,Slovenia,Other renewables,0.0,
1059,2002,Spain,Nuclear,26.2670640461849,-1.08620581402649
1060,2002,Spain,Renewables,13.826306246222401,-32.7112283193021
1061,2002,Spain,Hydro,8.846835205602211,-48.092349833692
1062,2002,Spain,Wind,3.8940413913840897,38.2157123834886
1063,2002,Spain,Solar,0.00750296992559554,5.882352941176451
1064,2002,Spain,Bioenergy,1.0779266793105602,58.553034947884704
1065,2002,Spain,Other renewables,0.0,
1072,2002,Sweden,Nuclear,46.428870314235404,-5.54438419614748
1073,2002,Sweden,Renewables,48.49681701058479,-14.6132647109411
1074,2002,Sweden,Hydro,45.235275272021504,-16.063749051353298
1075,2002,Sweden,Wind,0.4144521905574,26.1410788381742
1076,2002,Sweden,Solar,0.00113906185924575,10.0065832784726
1077,2002,Sweden,Bioenergy,2.84595048614662,10.537463595446098
1078,2002,Sweden,Other renewables,0.0,
1085,2002,United Kingdom,Nuclear,22.8418039292291,-2.4929518058916096
1086,2002,United Kingdom,Renewables,2.8927911684903505,16.513273672706
1087,2002,United Kingdom,Hydro,1.24484165201802,18.0453282027877
1088,2002,United Kingdom,Wind,0.32658516913767105,30.1463289281991
1089,2002,United Kingdom,Solar,0.00070152066069871,48.241758241758205
1090,2002,United Kingdom,Bioenergy,1.32064930589028,12.2201360218362
1091,2002,United Kingdom,Other renewables,1.35207836754384e-05,126.08695652173901
1098,2003,Austria,Nuclear,0.0,
1099,2003,Austria,Renewables,60.693715175129796,-15.8595150636325
1100,2003,Austria,Hydro,57.18720789257,-17.4308542588723
1101,2003,Austria,Wind,0.640963471165011,166.259709050336
1102,2003,Austria,Solar,0.0252956393413443,62.72012404474461
1103,2003,Austria,Bioenergy,2.8351432461994506,8.517025021697709
1104,2003,Austria,Other renewables,0.00510492585400803,0.0
1111,2003,Belgium,Nuclear,56.699895884443706,0.0401182432432367
1112,2003,Belgium,Renewables,1.42650279436579,4.7451669595782
1113,2003,Belgium,Hydro,0.295592441449958,-31.388888888888804
1114,2003,Belgium,Wind,0.105312286832373,54.3859649122806
1115,2003,Belgium,Solar,0.0,
1116,2003,Belgium,Bioenergy,1.02559806608346,18.8626907073508
1117,2003,Belgium,Other renewables,0.0,
1124,2003,Bulgaria,Nuclear,40.8568591289544,-14.548511522104599
1125,2003,Bulgaria,Renewables,7.081382702038111,41.5406427221171
1126,2003,Bulgaria,Hydro,7.081382702038111,41.5406427221171
1127,2003,Bulgaria,Wind,0.0,
1128,2003,Bulgaria,Solar,0.0,
1129,2003,Bulgaria,Bioenergy,0.0,
1130,2003,Bulgaria,Other renewables,0.0,
1137,2003,Croatia,Nuclear,0.0,
1138,2003,Croatia,Renewables,41.3726709016207,-6.726595344703799
1139,2003,Croatia,Hydro,41.3726709016207,-6.726595344703799
1140,2003,Croatia,Wind,0.0,
1141,2003,Croatia,Solar,0.0,
1142,2003,Croatia,Bioenergy,0.0,
1143,2003,Croatia,Other renewables,0.0,
1150,2003,Cyprus,Nuclear,0.0,
1151,2003,Cyprus,Renewables,0.0,
1152,2003,Cyprus,Hydro,0.0,
1153,2003,Cyprus,Wind,0.0,
1154,2003,Cyprus,Solar,0.0,
1155,2003,Cyprus,Bioenergy,0.0,
1156,2003,Cyprus,Other renewables,0.0,
1163,2003,Czech Republic,Nuclear,31.24066407132,38.072366314441204
1164,2003,Czech Republic,Renewables,2.26850546568531,-37.334748972544105
1165,2003,Czech Republic,Hydro,1.6699844778384099,-44.50240770465489
1166,2003,Czech Republic,Wind,0.00590833987712464,142.708333333333
1167,2003,Czech Republic,Solar,0.00022218159358081602,58.6206896551724
1168,2003,Czech Republic,Bioenergy,0.59239046637619,-2.62362372892794
1169,2003,Czech Republic,Other renewables,0.0,
1176,2003,Denmark,Nuclear,0.0,
1177,2003,Denmark,Renewables,17.497346589555303,18.986595964059397
1178,2003,Denmark,Hydro,0.0454870361946845,-34.375
1179,2003,Denmark,Wind,12.0454003942209,14.0250153783063
1180,2003,Denmark,Solar,0.00433209868520804,100.0
1181,2003,Denmark,Bioenergy,5.402127060454429,32.730175625332606
1182,2003,Denmark,Other renewables,0.0,
1189,2003,Estonia,Nuclear,0.0,
1190,2003,Estonia,Renewables,0.482330938084457,63.3333333333333
1191,2003,Estonia,Hydro,0.12796535092036598,116.66666666666599
1192,2003,Estonia,Wind,0.0590609311940151,500.0
1193,2003,Estonia,Solar,0.0,
1194,2003,Estonia,Bioenergy,0.295304655970075,30.434782608695603
1195,2003,Estonia,Other renewables,0.0,
1202,2003,Finland,Nuclear,27.034854160335897,1.95559542498318
1203,2003,Finland,Renewables,22.6751946203839,-3.8591517718581403
1204,2003,Finland,Hydro,11.406945855958,-10.9966592427616
1205,2003,Finland,Wind,0.11060848343281099,45.3125
1206,2003,Finland,Solar,0.00249404290063017,12.4396782841823
1207,2003,Finland,Bioenergy,11.155146238092401,4.34397685834859
1208,2003,Finland,Other renewables,0.0,
1215,2003,France,Nuclear,78.5515994757112,0.986811979118962
1216,2003,France,Renewables,11.229942857437901,-1.7914225483402801
1217,2003,France,Hydro,10.4974657104779,-2.40571772469621
1218,2003,France,Wind,0.0690556662133154,45.995707669716396
1219,2003,France,Solar,0.00138325044353016,9.332770270270279
1220,2003,France,Bioenergy,0.5747069887050129,6.04666447584618
1221,2003,France,Other renewables,0.0873312415981716,-0.822153861089369
1228,2003,Germany,Nuclear,27.329912266181,0.182038834951447
1229,2003,Germany,Renewables,7.63118688958781,0.0
1230,2003,Germany,Hydro,2.92997848038404,-25.316455696202503
1231,2003,Germany,Wind,3.17828174143353,21.518987341772103
1232,2003,Germany,Solar,0.04966065220989901,49.99999999999989
1233,2003,Germany,Bioenergy,1.47326601556033,39.0625
1234,2003,Germany,Other renewables,0.0,
1241,2003,Greece,Nuclear,0.0,
1242,2003,Greece,Renewables,10.1752871081944,64.7190383002516
1243,2003,Greece,Hydro,8.230722735515059,70.21428571428571
1244,2003,Greece,Wind,1.7632328814437401,56.8356374807987
1245,2003,Greece,Solar,0.0,
1246,2003,Greece,Bioenergy,0.181331491235644,-16.6666666666666
1247,2003,Greece,Other renewables,0.0,
1254,2003,Hungary,Nuclear,32.2539236928923,-21.0707374758116
1255,2003,Hungary,Renewables,0.983119392263797,41.6551322519116
1256,2003,Hungary,Hydro,0.500810038271551,-11.855670103092699
1257,2003,Hungary,Wind,0.0117148546964105,300.0
1258,2003,Hungary,Solar,0.0,
1259,2003,Hungary,Bioenergy,0.470594499295834,282.833793957876
1260,2003,Hungary,Other renewables,0.0,
1267,2003,Ireland,Nuclear,0.0,
1268,2003,Ireland,Renewables,4.57745062547765,-17.6555716353111
1269,2003,Ireland,Hydro,2.4053738787659302,-34.4298245614035
1270,2003,Ireland,Wind,1.8261534129761399,17.0103092783505
1271,2003,Ireland,Solar,0.0,
1272,2003,Ireland,Bioenergy,0.345923333735569,4.878048780487781
1273,2003,Ireland,Other renewables,0.0,
1280,2003,Italy,Nuclear,0.0,
1281,2003,Italy,Renewables,16.4216105765555,-3.0011892867618
1282,2003,Italy,Hydro,12.849057887886401,-7.21053717522437
1283,2003,Italy,Wind,0.510881608313609,3.84615384615385
1284,2003,Italy,Solar,0.00840957379940097,14.2857142857142
1285,2003,Italy,Bioenergy,1.18178093728112,24.4916957501508
1286,2003,Italy,Other renewables,1.87148056927502,14.564564564564499
1293,2003,Latvia,Nuclear,0.0,
1294,2003,Latvia,Renewables,58.82327639441811,-5.87514831862622
1295,2003,Latvia,Hydro,57.0032752725599,-8.01313847517699
1296,2003,Latvia,Wind,1.21859960402933,330.937555595089
1297,2003,Latvia,Solar,0.0,
1298,2003,Latvia,Bioenergy,0.6014015178288671,147.24922440537702
1299,2003,Latvia,Other renewables,0.0,
1306,2003,Lithuania,Nuclear,82.9761893597666,9.48946400791967
1307,2003,Lithuania,Renewables,1.77792722971044,-7.16698051702765
1308,2003,Lithuania,Hydro,1.7425964355713999,-8.01361202338823
1309,2003,Lithuania,Wind,0.0,
1310,2003,Lithuania,Solar,0.0,
1311,2003,Lithuania,Bioenergy,0.0353307941390429,70.0103145951521
1312,2003,Lithuania,Other renewables,0.0,
1319,2003,Luxembourg,Nuclear,0.0,
1320,2003,Luxembourg,Renewables,5.05892907900306,-6.7065915761084804
1321,2003,Luxembourg,Hydro,2.84671844191091,-20.3657839588492
1322,2003,Luxembourg,Wind,0.9379618255845501,6.899791658155969
1323,2003,Luxembourg,Solar,0.0501455439465295,2271.18644067796
1324,2003,Luxembourg,Bioenergy,1.2241032675610601,26.4149546548213
1325,2003,Luxembourg,Other renewables,0.0,
1332,2003,Malta,Nuclear,0.0,
1333,2003,Malta,Renewables,0.0,
1334,2003,Malta,Hydro,0.0,
1335,2003,Malta,Wind,0.0,
1336,2003,Malta,Solar,0.0,
1337,2003,Malta,Bioenergy,0.0,
1338,2003,Malta,Other renewables,0.0,
1345,2003,Netherlands,Nuclear,4.1595658746606805,2.63090676883779
1346,2003,Netherlands,Renewables,4.1014365109404,-0.3407961519314989
1347,2003,Netherlands,Hydro,0.0745367702776429,-34.545454545454504
1348,2003,Netherlands,Wind,1.3662776333817601,39.309520768526795
1349,2003,Netherlands,Solar,0.0262659296595049,54.792264047343
1350,2003,Netherlands,Bioenergy,2.6343561776214903,-12.3012025978457
1351,2003,Netherlands,Other renewables,0.0,
1358,2003,Poland,Nuclear,0.0,
1359,2003,Poland,Renewables,1.4999071957421002,-18.6844958438742
1360,2003,Poland,Hydro,1.1139310773711297,-26.6783677051338
1361,2003,Poland,Wind,0.0826615521208984,103.27868852459
1362,2003,Poland,Solar,0.0,
1363,2003,Poland,Bioenergy,0.30331456625007,6.55737704918033
1364,2003,Poland,Other renewables,0.0,
1371,2003,Portugal,Nuclear,0.0,
1372,2003,Portugal,Renewables,38.0537821628941,81.8863659714373
1373,2003,Portugal,Hydro,33.797639775585196,101.57692307692301
1374,2003,Portugal,Wind,1.06618516368951,37.0165745856353
1375,2003,Portugal,Solar,0.00644870058683175,50.0
1376,2003,Portugal,Bioenergy,2.9900475054276496,-5.566870332654441
1377,2003,Portugal,Other renewables,0.19346101760495202,-6.25
1384,2003,Romania,Nuclear,8.94586167283601,-11.0103391982586
1385,2003,Romania,Renewables,24.1826370780985,-17.3655679481587
1386,2003,Romania,Hydro,24.177166718331105,-17.3688146578586
1387,2003,Romania,Wind,0.0,
1388,2003,Romania,Solar,0.0,
1389,2003,Romania,Bioenergy,0.00547035976732736,0.0
1390,2003,Romania,Other renewables,0.0,
1397,2003,Slovakia,Nuclear,57.6890783439901,-0.495738873725837
1398,2003,Slovakia,Renewables,11.5642963250016,-33.929889298892896
1399,2003,Slovakia,Hydro,11.2381321449331,-33.9407744874715
1400,2003,Slovakia,Wind,0.00645869663501905,inf
1401,2003,Slovakia,Solar,0.0,
1402,2003,Slovakia,Bioenergy,0.319705483433443,-34.868421052631504
1403,2003,Slovakia,Other renewables,0.0,
1410,2003,Slovenia,Nuclear,37.6760634208186,-5.80680173661359
1411,2003,Slovenia,Renewables,22.2827396453052,-9.79736161792024
1412,2003,Slovenia,Hydro,21.3978984469821,-10.7251965546929
1413,2003,Slovenia,Wind,0.0,
1414,2003,Slovenia,Solar,7.23565650486243e-06,0.0
1415,2003,Slovenia,Bioenergy,0.8848339626666171,20.484349291112
1416,2003,Slovenia,Other renewables,0.0,
1423,2003,Spain,Nuclear,24.0485518399328,-1.81065126317125
1424,2003,Spain,Renewables,21.6726520840134,68.1097377148025
1425,2003,Spain,Hydro,15.7342630163394,90.7416132679984
1426,2003,Spain,Wind,4.693111328762651,29.2549775208734
1427,2003,Spain,Solar,0.00777326928159445,11.1111111111111
1428,2003,Spain,Bioenergy,1.23750446962983,23.124516627996897
1429,2003,Spain,Other renewables,0.0,
1436,2003,Sweden,Nuclear,49.7973017507664,-1.02186137334644
1437,2003,Sweden,Renewables,43.3825768064563,-17.4487418741454
1438,2003,Sweden,Hydro,39.548282075820396,-19.318869801084897
1439,2003,Sweden,Wind,0.501555557201964,11.6776315789473
1440,2003,Sweden,Solar,0.00134659172426978,9.09634949132256
1441,2003,Sweden,Bioenergy,3.33139258170966,8.02395209580837
1442,2003,Sweden,Other renewables,0.0,
1449,2003,United Kingdom,Nuclear,22.425673820493497,0.9539204079774151
1450,2003,United Kingdom,Renewables,2.68528845706321,-4.548677696907309
1451,2003,United Kingdom,Hydro,0.8161373961353541,-32.5848890095716
1452,2003,United Kingdom,Wind,0.325021309396876,2.3348279969172596
1453,2003,United Kingdom,Solar,0.000744690361515385,9.15492957746477
1454,2003,United Kingdom,Bioenergy,1.54337848665354,20.1691590246038
1455,2003,United Kingdom,Other renewables,6.57451592509338e-06,-50.0
1462,2004,Austria,Nuclear,0.0,
1463,2004,Austria,Renewables,63.9842381971551,12.4166123239981
1464,2004,Austria,Hydro,59.3559604467564,10.6793643063349
1465,2004,Austria,Wind,1.5074308412166002,150.787178433379
1466,2004,Austria,Solar,0.0297537515390922,25.428804791723298
1467,2004,Austria,Bioenergy,3.0879027184721406,16.142137775067898
1468,2004,Austria,Other renewables,0.0031904391708946303,-33.3558178752107
1475,2004,Belgium,Nuclear,56.0886505115973,-0.141412862238543
1476,2004,Belgium,Renewables,1.7745895627760901,25.5792785234899
1477,2004,Belgium,Hydro,0.37569153072639505,28.3012145748987
1478,2004,Belgium,Wind,0.167694537738152,60.7431818181818
1479,2004,Belgium,Solar,0.000780062817818545,inf
1480,2004,Belgium,Bioenergy,1.23042343149372,21.107234539089802
1481,2004,Belgium,Other renewables,0.0,
1488,2004,Bulgaria,Nuclear,40.61907087480721,-2.69097222222222
1489,2004,Bulgaria,Renewables,7.58466878040436,4.8350918196995005
1490,2004,Bulgaria,Hydro,7.58225313539248,4.801702838063441
1491,2004,Bulgaria,Wind,0.00241564501188267,inf
1492,2004,Bulgaria,Solar,0.0,
1493,2004,Bulgaria,Bioenergy,0.0,
1494,2004,Bulgaria,Other renewables,0.0,
1501,2004,Croatia,Nuclear,0.0,
1502,2004,Croatia,Renewables,54.9242260696861,39.847557623951
1503,2004,Croatia,Hydro,54.8810500410172,39.7376232181464
1504,2004,Croatia,Wind,0.0143920095562943,inf
1505,2004,Croatia,Solar,0.0,
1506,2004,Croatia,Bioenergy,0.0287840191125886,inf
1507,2004,Croatia,Other renewables,0.0,
1514,2004,Cyprus,Nuclear,0.0,
1515,2004,Cyprus,Renewables,0.0192060225517259,inf
1516,2004,Cyprus,Hydro,0.0,
1517,2004,Cyprus,Wind,0.008448745980003359,inf
1518,2004,Cyprus,Solar,0.0107572765717225,inf
1519,2004,Cyprus,Bioenergy,0.0,
1520,2004,Cyprus,Other renewables,0.0,
1527,2004,Czech Republic,Nuclear,31.4176416866718,1.75092764378479
1528,2004,Czech Republic,Renewables,3.27332203746288,45.993646555587794
1529,2004,Czech Republic,Hydro,2.4098196426867102,46.0014461315979
1530,2004,Czech Republic,Wind,0.0117805713614107,101.73717555691799
1531,2004,Czech Republic,Solar,0.00034729472861620096,58.1521739130435
1532,2004,Czech Republic,Bioenergy,0.851374528686144,45.411128256035006
1533,2004,Czech Republic,Other renewables,0.0,
1540,2004,Denmark,Nuclear,0.0,
1541,2004,Denmark,Renewables,23.550805314332298,17.838573904431698
1542,2004,Denmark,Hydro,0.0668002672010688,28.5714285714285
1543,2004,Denmark,Wind,16.2868947772087,18.377989570221104
1544,2004,Denmark,Solar,0.0049481679408199105,0.0
1545,2004,Denmark,Bioenergy,7.19216210198174,16.559743384121802
1546,2004,Denmark,Other renewables,0.0,
1553,2004,Estonia,Nuclear,0.0,
1554,2004,Estonia,Renewables,0.582298136645962,22.4489795918367
1555,2004,Estonia,Hydro,0.213509316770186,69.23076923076921
1556,2004,Estonia,Wind,0.077639751552795,33.3333333333333
1557,2004,Estonia,Solar,0.0,
1558,2004,Estonia,Bioenergy,0.291149068322981,0.0
1559,2004,Estonia,Other renewables,0.0,
1566,2004,Finland,Nuclear,26.5409885352183,-0.06598917777485
1567,2004,Finland,Renewables,29.947849691544498,34.4419726579844
1568,2004,Finland,Hydro,17.6070821863512,57.1224585548952
1569,2004,Finland,Wind,0.14060788537957,29.402150537634398
1570,2004,Finland,Solar,0.0027585522949309,12.5894134477825
1571,2004,Finland,Bioenergy,12.197401067518802,11.3043892680104
1572,2004,Finland,Other renewables,0.0,
1579,2004,France,Nuclear,78.8170908966078,1.6258190309928102
1580,2004,France,Renewables,11.243052349337198,1.40173281036339
1581,2004,France,Hydro,10.471926319182199,1.03708389912804
1582,2004,France,Wind,0.10459629199436699,53.4107027724048
1583,2004,France,Solar,0.00148546604146997,8.767864040169929
1584,2004,France,Bioenergy,0.582370209439933,2.6340254105980696
1585,2004,France,Other renewables,0.082674062679236,-4.11772383189767
1592,2004,Germany,Nuclear,27.308383722830502,1.21138703815868
1593,2004,Germany,Renewables,9.39696028762869,24.7288503253796
1594,2004,Germany,Hydro,3.28485046576238,13.559322033898301
1595,2004,Germany,Wind,4.2654028436018905,35.9375
1596,2004,Germany,Solar,0.0980552377839516,100.0
1597,2004,Germany,Bioenergy,1.74865174048047,20.2247191011235
1598,2004,Germany,Other renewables,0.0,
1605,2004,Greece,Nuclear,0.0,
1606,2004,Greece,Renewables,10.0620662709352,0.43755940257974496
1607,2004,Greece,Hydro,7.94398414861558,-1.9706672261854898
1608,2004,Greece,Wind,1.9056487058484701,9.77130264446621
1609,2004,Greece,Solar,0.00131774078154882,inf
1610,2004,Greece,Bioenergy,0.21111567568960898,18.2504761904761
1611,2004,Greece,Other renewables,0.0,
1618,2004,Hungary,Nuclear,35.348336870392,8.19032053028239
1619,2004,Hungary,Renewables,2.7756588059263505,178.71593139956403
1620,2004,Hungary,Hydro,0.6072259832674649,19.695906432748497
1621,2004,Hungary,Wind,0.0164652345472661,38.7499999999999
1622,2004,Hungary,Solar,0.0,
1623,2004,Hungary,Bioenergy,2.1519675881116203,351.430456239925
1624,2004,Hungary,Other renewables,0.0,
1631,2004,Ireland,Nuclear,0.0,
1632,2004,Ireland,Renewables,5.52845528455284,22.4956063268892
1633,2004,Ireland,Hydro,2.49851279000594,5.3511705685618605
1634,2004,Ireland,Wind,2.59766012294269,44.273127753303896
1635,2004,Ireland,Solar,0.0,
1636,2004,Ireland,Bioenergy,0.4322823716042029,26.7441860465116
1637,2004,Ireland,Other renewables,0.0,
1644,2004,Italy,Nuclear,0.0,
1645,2004,Italy,Renewables,18.272234222316502,14.9493082039308
1646,2004,Italy,Hydro,14.3602289464959,15.4570709412105
1647,2004,Italy,Wind,0.626314091280661,26.6491769547325
1648,2004,Italy,Solar,0.009836266458244541,20.8333333333333
1649,2004,Italy,Bioenergy,1.4316343256556898,25.148480152093
1650,2004,Italy,Other renewables,1.84422059242598,1.80239655495224
1657,2004,Latvia,Nuclear,0.0,
1658,2004,Latvia,Renewables,68.1611519137429,36.676320809459895
1659,2004,Latvia,Hydro,66.30871953664129,37.2070415922393
1660,2004,Latvia,Wind,1.04808028593119,1.44697188622384
