,Year,Variable,Total_Generation(TWh)
867,2002,Wind,36.26253999999999
868,2002,Solar,0.28093399999999996
869,2002,Bioenergy,42.97401199999998
870,2002,Other renewables,5.255449999999999
871,2002,Fossil,1713.8443399999999
872,2002,Coal,931.6309999999999
873,2002,Hard Coal,584.3589999999999
874,2002,Lignite,347.27199999999993
875,2002,Gas,526.8469059999999
876,2002,Other fossil,255.36643400000003
877,2002,Nuclear,990.1539999999999
879,2002,Hydro,319.4862359999999
880,2002,Wind,36.26253999999999
881,2002,Solar,0.28093399999999996
882,2002,Bioenergy,42.97401199999998
883,2002,Other renewables,5.255449999999999
884,2002,Fossil,1713.8443399999999
885,2002,Coal,931.6309999999999
886,2002,Hard Coal,584.3589999999999
887,2002,Lignite,347.27199999999993
888,2002,Gas,526.8469059999999
889,2002,Other fossil,255.36643400000003
890,2002,Nuclear,990.1539999999999
892,2002,Hydro,319.4862359999999
893,2002,Wind,36.26253999999999
894,2002,Solar,0.28093399999999996
895,2002,Bioenergy,42.97401199999998
896,2002,Other renewables,5.255449999999999
897,2002,Fossil,1713.8443399999999
898,2002,Coal,931.6309999999999
899,2002,Hard Coal,584.3589999999999
900,2002,Lignite,347.27199999999993
901,2002,Gas,526.8469059999999
902,2002,Other fossil,255.36643400000003
903,2002,Nuclear,990.1539999999999
905,2002,Hydro,319.4862359999999
906,2002,Wind,36.26253999999999
907,2002,Solar,0.28093399999999996
908,2002,Bioenergy,42.97401199999998
909,2002,Other renewables,5.255449999999999
910,2002,Fossil,1713.8443399999999
911,2002,Coal,931.6309999999999
912,2002,Hard Coal,584.3589999999999
913,2002,Lignite,347.27199999999993
914,2002,Gas,526.8469059999999
915,2002,Other fossil,255.36643400000003
916,2002,Nuclear,990.1539999999999
918,2002,Hydro,319.4862359999999
919,2002,Wind,36.26253999999999
920,2002,Solar,0.28093399999999996
921,2002,Bioenergy,42.97401199999998
922,2002,Other renewables,5.255449999999999
923,2002,Fossil,1713.8443399999999
924,2002,Coal,931.6309999999999
925,2002,Hard Coal,584.3589999999999
926,2002,Lignite,347.27199999999993
927,2002,Gas,526.8469059999999
928,2002,Other fossil,255.36643400000003
929,2002,Nuclear,990.1539999999999
931,2002,Hydro,319.4862359999999
932,2002,Wind,36.26253999999999
933,2002,Solar,0.28093399999999996
934,2002,Bioenergy,42.97401199999998
935,2002,Other renewables,5.255449999999999
936,2002,Fossil,1713.8443399999999
937,2002,Coal,931.6309999999999
938,2002,Hard Coal,584.3589999999999
939,2002,Lignite,347.27199999999993
940,2002,Gas,526.8469059999999
941,2002,Other fossil,255.36643400000003
942,2002,Nuclear,990.1539999999999
944,2002,Hydro,319.4862359999999
945,2002,Wind,36.26253999999999
946,2002,Solar,0.28093399999999996
947,2002,Bioenergy,42.97401199999998
948,2002,Other renewables,5.255449999999999
949,2002,Fossil,1713.8443399999999
950,2002,Coal,931.6309999999999
951,2002,Hard Coal,584.3589999999999
952,2002,Lignite,347.27199999999993
953,2002,Gas,526.8469059999999
954,2002,Other fossil,255.36643400000003
955,2002,Nuclear,990.1539999999999
957,2002,Hydro,319.4862359999999
958,2002,Wind,36.26253999999999
959,2002,Solar,0.28093399999999996
960,2002,Bioenergy,42.97401199999998
961,2002,Other renewables,5.255449999999999
962,2002,Fossil,1713.8443399999999
963,2002,Coal,931.6309999999999
964,2002,Hard Coal,584.3589999999999
965,2002,Lignite,347.27199999999993
966,2002,Gas,526.8469059999999
967,2002,Other fossil,255.36643400000003
968,2002,Nuclear,990.1539999999999
970,2002,Hydro,319.4862359999999
971,2002,Wind,36.26253999999999
972,2002,Solar,0.28093399999999996
973,2002,Bioenergy,42.97401199999998
974,2002,Other renewables,5.255449999999999
975,2002,Fossil,1713.8443399999999
976,2002,Coal,931.6309999999999
977,2002,Hard Coal,584.3589999999999
978,2002,Lignite,347.27199999999993
979,2002,Gas,526.8469059999999
980,2002,Other fossil,255.36643400000003
981,2002,Nuclear,990.1539999999999
983,2002,Hydro,319.4862359999999
984,2002,Wind,36.26253999999999
985,2002,Solar,0.28093399999999996
986,2002,Bioenergy,42.97401199999998
987,2002,Other renewables,5.255449999999999
988,2002,Fossil,1713.8443399999999
989,2002,Coal,931.6309999999999
990,2002,Hard Coal,584.3589999999999
991,2002,Lignite,347.27199999999993
992,2002,Gas,526.8469059999999
993,2002,Other fossil,255.36643400000003
994,2002,Nuclear,990.1539999999999
996,2002,Hydro,319.4862359999999
997,2002,Wind,36.26253999999999
998,2002,Solar,0.28093399999999996
999,2002,Bioenergy,42.97401199999998
1000,2002,Other renewables,5.255449999999999
1001,2002,Fossil,1713.8443399999999
1002,2002,Coal,931.6309999999999
1003,2002,Hard Coal,584.3589999999999
1004,2002,Lignite,347.27199999999993
1005,2002,Gas,526.8469059999999
1006,2002,Other fossil,255.36643400000003
1007,2002,Nuclear,990.1539999999999
1009,2002,Hydro,319.4862359999999
1010,2002,Wind,36.26253999999999
1011,2002,Solar,0.28093399999999996
1012,2002,Bioenergy,42.97401199999998
1013,2002,Other renewables,5.255449999999999
1014,2002,Fossil,1713.8443399999999
1015,2002,Coal,931.6309999999999
1016,2002,Hard Coal,584.3589999999999
1017,2002,Lignite,347.27199999999993
1018,2002,Gas,526.8469059999999
1019,2002,Other fossil,255.36643400000003
1020,2002,Nuclear,990.1539999999999
1022,2002,Hydro,319.4862359999999
1023,2002,Wind,36.26253999999999
1024,2002,Solar,0.28093399999999996
1025,2002,Bioenergy,42.97401199999998
1026,2002,Other renewables,5.255449999999999
1027,2002,Fossil,1713.8443399999999
1028,2002,Coal,931.6309999999999
1029,2002,Hard Coal,584.3589999999999
1030,2002,Lignite,347.27199999999993
1031,2002,Gas,526.8469059999999
1032,2002,Other fossil,255.36643400000003
1033,2002,Nuclear,990.1539999999999
1035,2002,Hydro,319.4862359999999
1036,2002,Wind,36.26253999999999
1037,2002,Solar,0.28093399999999996
1038,2002,Bioenergy,42.97401199999998
1039,2002,Other renewables,5.255449999999999
1040,2002,Fossil,1713.8443399999999
1041,2002,Coal,931.6309999999999
1042,2002,Hard Coal,584.3589999999999
1043,2002,Lignite,347.27199999999993
1044,2002,Gas,526.8469059999999
1045,2002,Other fossil,255.36643400000003
1046,2002,Nuclear,990.1539999999999
1048,2002,Hydro,319.4862359999999
1049,2002,Wind,36.26253999999999
1050,2002,Solar,0.28093399999999996
1051,2002,Bioenergy,42.97401199999998
1052,2002,Other renewables,5.255449999999999
1053,2002,Fossil,1713.8443399999999
1054,2002,Coal,931.6309999999999
1055,2002,Hard Coal,584.3589999999999
1056,2002,Lignite,347.27199999999993
1057,2002,Gas,526.8469059999999
1058,2002,Other fossil,255.36643400000003
1059,2002,Nuclear,990.1539999999999
1061,2002,Hydro,319.4862359999999
1062,2002,Wind,36.26253999999999
1063,2002,Solar,0.28093399999999996
1064,2002,Bioenergy,42.97401199999998
1065,2002,Other renewables,5.255449999999999
1066,2002,Fossil,1713.8443399999999
1067,2002,Coal,931.6309999999999
1068,2002,Hard Coal,584.3589999999999
1069,2002,Lignite,347.27199999999993
1070,2002,Gas,526.8469059999999
1071,2002,Other fossil,255.36643400000003
1072,2002,Nuclear,990.1539999999999
1074,2002,Hydro,319.4862359999999
1075,2002,Wind,36.26253999999999
1076,2002,Solar,0.28093399999999996
1077,2002,Bioenergy,42.97401199999998
1078,2002,Other renewables,5.255449999999999
1079,2002,Fossil,1713.8443399999999
1080,2002,Coal,931.6309999999999
1081,2002,Hard Coal,584.3589999999999
1082,2002,Lignite,347.27199999999993
1083,2002,Gas,526.8469059999999
1084,2002,Other fossil,255.36643400000003
1085,2002,Nuclear,990.1539999999999
1087,2002,Hydro,319.4862359999999
1088,2002,Wind,36.26253999999999
1089,2002,Solar,0.28093399999999996
1090,2002,Bioenergy,42.97401199999998
1091,2002,Other renewables,5.255449999999999
1092,2003,Fossil,1795.8421600000001
1093,2003,Coal,987.4189999999999
1094,2003,Hard Coal,631.6959999999999
1095,2003,Lignite,355.72299999999996
1096,2003,Gas,568.1058780000001
1097,2003,Other fossil,240.3172819999999
1098,2003,Nuclear,995.9000000000001
1100,2003,Hydro,308.85485799999964
1101,2003,Wind,44.705664
1102,2003,Solar,0.40528
1103,2003,Bioenergy,49.22609799999996
1104,2003,Other renewables,5.924358999999999
1105,2003,Fossil,1795.8421600000001
1106,2003,Coal,987.4189999999999
1107,2003,Hard Coal,631.6959999999999
1108,2003,Lignite,355.72299999999996
1109,2003,Gas,568.1058780000001
1110,2003,Other fossil,240.3172819999999
1111,2003,Nuclear,995.9000000000001
1113,2003,Hydro,308.85485799999964
1114,2003,Wind,44.705664
1115,2003,Solar,0.40528
1116,2003,Bioenergy,49.22609799999996
1117,2003,Other renewables,5.924358999999999
1118,2003,Fossil,1795.8421600000001
1119,2003,Coal,987.4189999999999
1120,2003,Hard Coal,631.6959999999999
1121,2003,Lignite,355.72299999999996
1122,2003,Gas,568.1058780000001
1123,2003,Other fossil,240.3172819999999
1124,2003,Nuclear,995.9000000000001
1126,2003,Hydro,308.85485799999964
1127,2003,Wind,44.705664
1128,2003,Solar,0.40528
1129,2003,Bioenergy,49.22609799999996
1130,2003,Other renewables,5.924358999999999
1131,2003,Fossil,1795.8421600000001
1132,2003,Coal,987.4189999999999
1133,2003,Hard Coal,631.6959999999999
1134,2003,Lignite,355.72299999999996
1135,2003,Gas,568.1058780000001
1136,2003,Other fossil,240.3172819999999
1137,2003,Nuclear,995.9000000000001
1139,2003,Hydro,308.85485799999964
1140,2003,Wind,44.705664
1141,2003,Solar,0.40528
1142,2003,Bioenergy,49.22609799999996
1143,2003,Other renewables,5.924358999999999
1144,2003,Fossil,1795.8421600000001
1145,2003,Coal,987.4189999999999
1146,2003,Hard Coal,631.6959999999999
1147,2003,Lignite,355.72299999999996
1148,2003,Gas,568.1058780000001
1149,2003,Other fossil,240.3172819999999
1150,2003,Nuclear,995.9000000000001
1152,2003,Hydro,308.85485799999964
1153,2003,Wind,44.705664
1154,2003,Solar,0.40528
1155,2003,Bioenergy,49.22609799999996
1156,2003,Other renewables,5.924358999999999
1157,2003,Fossil,1795.8421600000001
1158,2003,Coal,987.4189999999999
1159,2003,Hard Coal,631.6959999999999
1160,2003,Lignite,355.72299999999996
1161,2003,Gas,568.1058780000001
1162,2003,Other fossil,240.3172819999999
1163,2003,Nuclear,995.9000000000001
1165,2003,Hydro,308.85485799999964
1166,2003,Wind,44.705664
1167,2003,Solar,0.40528
1168,2003,Bioenergy,49.22609799999996
1169,2003,Other renewables,5.924358999999999
1170,2003,Fossil,1795.8421600000001
1171,2003,Coal,987.4189999999999
1172,2003,Hard Coal,631.6959999999999
1173,2003,Lignite,355.72299999999996
1174,2003,Gas,568.1058780000001
1175,2003,Other fossil,240.3172819999999
1176,2003,Nuclear,995.9000000000001
1178,2003,Hydro,308.85485799999964
1179,2003,Wind,44.705664
1180,2003,Solar,0.40528
1181,2003,Bioenergy,49.22609799999996
1182,2003,Other renewables,5.924358999999999
1183,2003,Fossil,1795.8421600000001
1184,2003,Coal,987.4189999999999
1185,2003,Hard Coal,631.6959999999999
1186,2003,Lignite,355.72299999999996
1187,2003,Gas,568.1058780000001
1188,2003,Other fossil,240.3172819999999
1189,2003,Nuclear,995.9000000000001
1191,2003,Hydro,308.85485799999964
1192,2003,Wind,44.705664
1193,2003,Solar,0.40528
1194,2003,Bioenergy,49.22609799999996
1195,2003,Other renewables,5.924358999999999
1196,2003,Fossil,1795.8421600000001
1197,2003,Coal,987.4189999999999
1198,2003,Hard Coal,631.6959999999999
1199,2003,Lignite,355.72299999999996
1200,2003,Gas,568.1058780000001
1201,2003,Other fossil,240.3172819999999
1202,2003,Nuclear,995.9000000000001
1204,2003,Hydro,308.85485799999964
1205,2003,Wind,44.705664
1206,2003,Solar,0.40528
1207,2003,Bioenergy,49.22609799999996
1208,2003,Other renewables,5.924358999999999
1209,2003,Fossil,1795.8421600000001
1210,2003,Coal,987.4189999999999
1211,2003,Hard Coal,631.6959999999999
1212,2003,Lignite,355.72299999999996
1213,2003,Gas,568.1058780000001
1214,2003,Other fossil,240.3172819999999
1215,2003,Nuclear,995.9000000000001
1217,2003,Hydro,308.85485799999964
1218,2003,Wind,44.705664
1219,2003,Solar,0.40528
1220,2003,Bioenergy,49.22609799999996
1221,2003,Other renewables,5.924358999999999
1222,2003,Fossil,1795.8421600000001
1223,2003,Coal,987.4189999999999
1224,2003,Hard Coal,631.6959999999999
1225,2003,Lignite,355.72299999999996
1226,2003,Gas,568.1058780000001
1227,2003,Other fossil,240.3172819999999
1228,2003,Nuclear,995.9000000000001
1230,2003,Hydro,308.85485799999964
1231,2003,Wind,44.705664
1232,2003,Solar,0.40528
1233,2003,Bioenergy,49.22609799999996
1234,2003,Other renewables,5.924358999999999
1235,2003,Fossil,1795.8421600000001
1236,2003,Coal,987.4189999999999
1237,2003,Hard Coal,631.6959999999999
1238,2003,Lignite,355.72299999999996
1239,2003,Gas,568.1058780000001
1240,2003,Other fossil,240.3172819999999
1241,2003,Nuclear,995.9000000000001
1243,2003,Hydro,308.85485799999964
1244,2003,Wind,44.705664
1245,2003,Solar,0.40528
1246,2003,Bioenergy,49.22609799999996
1247,2003,Other renewables,5.924358999999999
1248,2003,Fossil,1795.8421600000001
1249,2003,Coal,987.4189999999999
1250,2003,Hard Coal,631.6959999999999
1251,2003,Lignite,355.72299999999996
1252,2003,Gas,568.1058780000001
1253,2003,Other fossil,240.3172819999999
1254,2003,Nuclear,995.9000000000001
1256,2003,Hydro,308.85485799999964
1257,2003,Wind,44.705664
1258,2003,Solar,0.40528
1259,2003,Bioenergy,49.22609799999996
1260,2003,Other renewables,5.924358999999999
1261,2003,Fossil,1795.8421600000001
1262,2003,Coal,987.4189999999999
1263,2003,Hard Coal,631.6959999999999
1264,2003,Lignite,355.72299999999996
1265,2003,Gas,568.1058780000001
1266,2003,Other fossil,240.3172819999999
1267,2003,Nuclear,995.9000000000001
1269,2003,Hydro,308.85485799999964
1270,2003,Wind,44.705664
1271,2003,Solar,0.40528
1272,2003,Bioenergy,49.22609799999996
1273,2003,Other renewables,5.924358999999999
1274,2003,Fossil,1795.8421600000001
1275,2003,Coal,987.4189999999999
1276,2003,Hard Coal,631.6959999999999
1277,2003,Lignite,355.72299999999996
1278,2003,Gas,568.1058780000001
1279,2003,Other fossil,240.3172819999999
1280,2003,Nuclear,995.9000000000001
1282,2003,Hydro,308.85485799999964
1283,2003,Wind,44.705664
1284,2003,Solar,0.40528
1285,2003,Bioenergy,49.22609799999996
1286,2003,Other renewables,5.924358999999999
1287,2003,Fossil,1795.8421600000001
1288,2003,Coal,987.4189999999999
1289,2003,Hard Coal,631.6959999999999
1290,2003,Lignite,355.72299999999996
1291,2003,Gas,568.1058780000001
1292,2003,Other fossil,240.3172819999999
1293,2003,Nuclear,995.9000000000001
1295,2003,Hydro,308.85485799999964
1296,2003,Wind,44.705664
1297,2003,Solar,0.40528
1298,2003,Bioenergy,49.22609799999996
1299,2003,Other renewables,5.924358999999999
1300,2003,Fossil,1795.8421600000001
1301,2003,Coal,987.4189999999999
1302,2003,Hard Coal,631.6959999999999
1303,2003,Lignite,355.72299999999996
1304,2003,Gas,568.1058780000001
1305,2003,Other fossil,240.3172819999999
1306,2003,Nuclear,995.9000000000001
1308,2003,Hydro,308.85485799999964
1309,2003,Wind,44.705664
1310,2003,Solar,0.40528
1311,2003,Bioenergy,49.22609799999996
1312,2003,Other renewables,5.924358999999999
1313,2003,Fossil,1795.8421600000001
1314,2003,Coal,987.4189999999999
1315,2003,Hard Coal,631.6959999999999
1316,2003,Lignite,355.72299999999996
1317,2003,Gas,568.1058780000001
1318,2003,Other fossil,240.3172819999999
1319,2003,Nuclear,995.9000000000001
1321,2003,Hydro,308.85485799999964
1322,2003,Wind,44.705664
1323,2003,Solar,0.40528
1324,2003,Bioenergy,49.22609799999996
1325,2003,Other renewables,5.924358999999999
1326,2003,Fossil,1795.8421600000001
1327,2003,Coal,987.4189999999999
1328,2003,Hard Coal,631.6959999999999
1329,2003,Lignite,355.72299999999996
1330,2003,Gas,568.1058780000001
1331,2003,Other fossil,240.3172819999999
1332,2003,Nuclear,995.9000000000001
1334,2003,Hydro,308.85485799999964
1335,2003,Wind,44.705664
1336,2003,Solar,0.40528
1337,2003,Bioenergy,49.22609799999996
1338,2003,Other renewables,5.924358999999999
1339,2003,Fossil,1795.8421600000001
1340,2003,Coal,987.4189999999999
1341,2003,Hard Coal,631.6959999999999
1342,2003,Lignite,355.72299999999996
1343,2003,Gas,568.1058780000001
1344,2003,Other fossil,240.3172819999999
1345,2003,Nuclear,995.9000000000001
1347,2003,Hydro,308.85485799999964
1348,2003,Wind,44.705664
1349,2003,Solar,0.40528
1350,2003,Bioenergy,49.22609799999996
1351,2003,Other renewables,5.924358999999999
1352,2003,Fossil,1795.8421600000001
1353,2003,Coal,987.4189999999999
1354,2003,Hard Coal,631.6959999999999
1355,2003,Lignite,355.72299999999996
1356,2003,Gas,568.1058780000001
1357,2003,Other fossil,240.3172819999999
1358,2003,Nuclear,995.9000000000001
1360,2003,Hydro,308.85485799999964
1361,2003,Wind,44.705664
1362,2003,Solar,0.40528
1363,2003,Bioenergy,49.22609799999996
1364,2003,Other renewables,5.924358999999999
1365,2003,Fossil,1795.8421600000001
1366,2003,Coal,987.4189999999999
1367,2003,Hard Coal,631.6959999999999
1368,2003,Lignite,355.72299999999996
1369,2003,Gas,568.1058780000001
1370,2003,Other fossil,240.3172819999999
1371,2003,Nuclear,995.9000000000001
1373,2003,Hydro,308.85485799999964
1374,2003,Wind,44.705664
1375,2003,Solar,0.40528
1376,2003,Bioenergy,49.22609799999996
1377,2003,Other renewables,5.924358999999999
1378,2003,Fossil,1795.8421600000001
1379,2003,Coal,987.4189999999999
1380,2003,Hard Coal,631.6959999999999
1381,2003,Lignite,355.72299999999996
1382,2003,Gas,568.1058780000001
1383,2003,Other fossil,240.3172819999999
1384,2003,Nuclear,995.9000000000001
1386,2003,Hydro,308.85485799999964
1387,2003,Wind,44.705664
1388,2003,Solar,0.40528
1389,2003,Bioenergy,49.22609799999996
1390,2003,Other renewables,5.924358999999999
